fecha_hora,tramites_online,cpu_usage,ram_usage,storage_usage,input_bytes,output_bytes
2025-07-07 10:00,48,56.58,5.22,936.44,17196646,8787066
2025-07-07 10:30,66,65.99,19.65,418.61,20153630,28647096
2025-07-07 11:00,36,72.31,14.34,291.72,39395000,14417920
2025-07-07 11:30,86,35.21,1.0,474.27,1048576,1048576
2025-07-07 12:00,26,27.21,1.0,510.05,8577351,41838182
2025-07-07 12:30,21,21.16,10.84,653.07,36375101,22229811
2025-07-07 13:00,21,73.0,6.64,898.47,1048576,1048576
2025-07-07 13:30,38,77.27,6.66,776.15,24998051,22921871
2025-07-07 14:00,120,47.79,13.84,345.66,38975569,14784921
2025-07-07 14:30,99,54.2,3.76,887.84,1048576,1048576
2025-07-07 15:00,91,88.51,5.12,488.16,16577986,39856373
2025-07-07 15:30,90,66.33,1.0,437.43,15109980,16892559
2025-07-07 16:00,91,61.65,12.23,851.97,16944988,16546529
2025-07-07 16:30,42,66.53,10.11,622.13,37580963,32589742
2025-07-07 17:00,47,30.11,9.06,608.14,3974103,36469473
2025-07-07 17:30,10,50.43,7.33,615.81,25627197,10580131
2025-07-07 18:00,55,21.89,8.3,815.06,26508001,37926993
2025-07-07 18:30,21,32.41,6.78,457.48,25239224,34990981
2025-07-07 19:00,44,55.38,7.64,494.12,46472888,41250979
2025-07-07 19:30,24,63.11,3.03,636.98,1541406,12603883
2025-07-07 20:00,16,59.01,10.51,394.23,26088570,9510584
2025-07-07 20:30,49,79.62,1.0,751.0,21338521,26193428
2025-07-07 21:00,48,36.43,2.56,474.59,12907970,38524682
2025-07-07 21:30,28,48.83,4.78,250.33,3732930,15781068
2025-07-07 22:00,33,40.02,1.0,310.37,13746831,13149143
2025-07-07 22:30,48,43.17,13.35,332.0,37874565,16127098
2025-07-07 23:00,37,26.82,15.62,591.38,26308771,19566428
2025-07-07 23:30,3,54.11,2.96,626.8,40537948,29978787
2025-07-08 00:00,43,55.59,7.97,680.36,39741030,21013463
2025-07-08 00:30,18,39.25,5.96,655.0,20667432,13012828
2025-07-08 01:00,25,86.5,17.49,466.2,16567500,3198156
2025-07-08 01:30,33,36.91,1.0,322.45,30586961,18066964
2025-07-08 02:00,51,17.54,10.6,389.01,33638318,19209912
2025-07-08 02:30,42,41.27,14.49,518.74,19524485,24022876
2025-07-08 03:00,33,46.93,6.54,524.04,22785556,28814868
2025-07-08 03:30,22,71.12,7.8,486.84,1048576,12467568
2025-07-08 04:00,15,39.52,1.0,719.77,55679385,23844618
2025-07-08 04:30,34,50.37,11.61,356.27,47584378,32159825
2025-07-08 05:00,41,52.24,9.4,668.43,13579059,24641536
2025-07-08 05:30,57,41.17,13.05,885.98,29381099,20122173
2025-07-08 06:00,46,37.97,11.17,571.07,42939187,1048576
2025-07-08 06:30,56,28.96,10.54,978.88,2956984,15885926
2025-07-08 07:00,22,44.93,1.0,523.58,3659530,26371686
2025-07-08 07:30,43,41.67,3.91,365.65,12582912,29129441
2025-07-08 08:00,52,77.52,5.76,598.46,16871587,20342374
2025-07-08 08:30,13,31.97,8.55,100.0,28678553,1048576
2025-07-08 09:00,62,70.83,7.35,648.93,12320768,55050240
2025-07-08 09:30,108,47.32,8.13,208.57,31279022,24903680
2025-07-08 10:00,89,62.16,1.0,279.9,15676211,24998051
2025-07-08 10:30,70,74.61,10.32,117.57,9489612,50405048
2025-07-08 11:00,84,39.27,16.12,621.97,13002342,44134563
2025-07-08 11:30,85,49.92,14.31,245.14,17678991,38189137
2025-07-08 12:00,33,72.4,2.12,928.46,25197281,7308574
2025-07-08 12:30,33,48.59,11.5,458.16,26403143,10559160
2025-07-08 13:00,37,95.0,1.0,367.75,10349445,34246492
2025-07-08 13:30,9,31.1,7.73,618.44,15068037,24987566
2025-07-08 14:00,100,47.35,6.88,592.11,43673190,30880563
2025-07-08 14:30,114,73.73,1.0,100.0,13065256,16263413
2025-07-08 15:00,108,45.85,1.0,788.87,20227031,14250147
2025-07-08 15:30,55,62.06,16.91,351.55,72802631,5892997
2025-07-08 16:00,69,82.39,6.4,603.04,25071452,14837350
2025-07-08 16:30,79,12.07,1.0,466.38,16840130,24935137
2025-07-08 17:00,36,26.47,5.45,443.17,14669578,1048576
2025-07-08 17:30,17,25.45,9.54,773.32,21076377,19776143
2025-07-08 18:00,33,41.68,11.83,602.54,21411921,12991856
2025-07-08 18:30,11,73.27,4.54,507.87,1048576,35756441
2025-07-08 19:00,30,10.47,3.58,406.5,1048576,21621637
2025-07-08 19:30,44,49.08,9.18,266.64,21359493,18884853
2025-07-08 20:00,44,68.18,5.45,876.62,19639828,17836277
2025-07-08 20:30,30,64.43,9.22,421.54,16410214,39300628
2025-07-08 21:00,2,46.32,14.38,396.89,34277949,1048576
2025-07-08 21:30,12,43.8,6.54,300.61,46284144,1048576
2025-07-08 22:00,45,43.21,13.53,637.3,4875878,20709376
2025-07-08 22:30,48,82.89,10.45,703.26,1048576,28741468
2025-07-08 23:00,47,58.13,6.8,471.59,43788533,35515269
2025-07-08 23:30,30,57.84,1.0,641.88,4991221,34498150
2025-07-09 00:00,58,72.07,12.15,273.13,26833059,25218252
2025-07-09 00:30,26,53.63,15.84,320.24,17301504,33302773
2025-07-09 01:00,20,41.15,4.39,562.9,36144414,20227031
2025-07-09 01:30,51,59.58,12.91,529.24,28091351,31593594
2025-07-09 02:00,7,64.21,26.55,520.66,27493662,16483614
2025-07-09 02:30,41,10.83,13.94,376.27,22240296,12750684
2025-07-09 03:00,40,68.83,4.29,428.73,1048576,1048576
2025-07-09 03:30,18,42.04,14.11,190.41,28112322,10957619
2025-07-09 04:00,29,66.8,12.79,465.66,12478054,1048576
2025-07-09 04:30,17,40.49,20.57,113.55,37067161,14952693
2025-07-09 05:00,38,95.0,1.0,691.27,23278387,20698890
2025-07-09 05:30,44,67.59,14.48,585.93,36637245,15162408
2025-07-09 06:00,28,52.01,6.91,918.68,18402508,17301504
2025-07-09 06:30,11,27.75,1.0,354.15,14931722,1048576
2025-07-09 07:00,44,74.27,1.0,567.87,22806528,23540531
2025-07-09 07:30,37,17.83,5.08,206.4,22376611,20132659
2025-07-09 08:00,17,95.0,7.04,363.71,13788774,22837985
2025-07-09 08:30,26,56.37,12.78,537.79,27168604,42446356
2025-07-09 09:00,72,53.6,4.56,100.0,34026291,38503710
2025-07-09 09:30,95,59.11,15.13,231.32,9646899,8661237
2025-07-09 10:00,68,51.44,20.3,585.61,9489612,26371686
2025-07-09 10:30,81,68.77,5.24,350.41,13715374,20919091
2025-07-09 11:00,106,33.73,1.0,431.64,34256977,52900659
2025-07-09 11:30,84,49.82,1.13,529.04,6186598,14533263
2025-07-09 12:00,34,27.83,8.82,398.25,29286727,19545456
2025-07-09 12:30,18,85.65,10.2,221.68,3921674,23886561
2025-07-09 13:00,34,52.33,8.95,567.3,1048576,1048576
2025-07-09 13:30,43,70.59,16.72,164.18,12845056,18727567
2025-07-09 14:00,32,45.61,5.0,469.76,34047262,15151923
2025-07-09 14:30,67,51.42,1.0,637.33,24159191,31446794
2025-07-09 15:00,91,57.16,9.75,264.94,25228738,15875440
2025-07-09 15:30,60,73.62,10.42,470.72,40789606,25050480
2025-07-09 16:00,86,29.46,14.75,778.86,42855301,20719861
2025-07-09 16:30,88,26.74,13.11,532.89,24672993,23477616
2025-07-09 17:00,25,54.98,5.81,736.62,46137344,13715374
2025-07-09 17:30,36,35.04,1.0,862.06,17762877,5442109
2025-07-09 18:00,19,65.27,6.33,669.83,8084520,1048576
2025-07-09 18:30,40,36.44,12.96,389.49,8168407,20866662
2025-07-09 19:00,41,95.0,2.48,502.54,26497515,15823011
2025-07-09 19:30,43,69.86,6.53,208.14,20394803,4592762
2025-07-09 20:00,41,36.08,14.04,566.36,7056916,51086622
2025-07-09 20:30,34,65.78,7.89,526.79,29569843,40904949
2025-07-09 21:00,26,41.52,6.61,694.01,27063746,27105689
2025-07-09 21:30,48,61.76,5.63,564.18,5106565,33281802
2025-07-09 22:00,45,52.96,6.09,491.07,3837788,62778245
2025-07-09 22:30,20,19.0,1.0,774.94,37350277,1048576
2025-07-09 23:00,31,27.32,1.0,803.92,39457914,30482104
2025-07-09 23:30,41,45.32,4.45,254.4,28227665,19545456
2025-07-10 00:00,32,37.95,12.49,405.67,13065256,49587159
2025-07-10 00:30,16,80.65,1.0,248.36,37276876,4561305
2025-07-10 01:00,44,35.29,7.86,100.0,33040629,9846128
2025-07-10 01:30,18,62.15,9.36,362.23,24809308,21632122
2025-07-10 02:00,3,43.52,4.26,303.59,1048576,19482542
2025-07-10 02:30,38,72.06,7.91,720.51,6637486,37759221
2025-07-10 03:00,45,41.91,1.0,100.0,1048576,24536678
2025-07-10 03:30,32,51.09,13.77,158.06,2401239,1048576
2025-07-10 04:00,47,59.54,1.0,816.29,17018388,5725224
2025-07-10 04:30,41,46.04,9.85,312.07,27682406,15026094
2025-07-10 05:00,37,42.34,10.79,402.64,46042972,28007464
2025-07-10 05:30,34,53.71,1.0,425.5,31205621,28133294
2025-07-10 06:00,35,49.1,3.48,613.08,31299993,4634705
2025-07-10 06:30,20,12.61,2.27,327.26,6081740,8220835
2025-07-10 07:00,27,57.52,1.03,100.0,3858759,10223616
2025-07-10 07:30,36,26.47,14.07,237.64,29234298,9930014
2025-07-10 08:00,34,56.64,9.38,531.55,25994199,30723276
2025-07-10 08:30,10,73.26,7.71,112.74,43159388,8566865
2025-07-10 09:00,52,51.33,9.12,170.04,1048576,44627394
2025-07-10 09:30,45,23.67,4.5,256.2,12845056,3282042
2025-07-10 10:00,74,29.5,5.15,563.13,36280729,19744686
2025-07-10 10:30,106,77.23,4.02,634.96,15665725,27084718
2025-07-10 11:00,85,47.23,15.56,473.37,10873733,23897047
2025-07-10 11:30,65,69.84,3.43,574.63,24526192,40600862
2025-07-10 12:00,40,43.21,8.26,575.93,36469473,15948840
2025-07-10 12:30,28,44.43,8.88,357.39,25039994,27388805
2025-07-10 13:00,18,86.99,3.9,290.41,24536678,1048576
2025-07-10 13:30,44,37.02,1.0,456.67,38398853,27472691
2025-07-10 14:00,128,52.08,5.08,488.55,30576476,28835840
2025-07-10 14:30,50,35.0,2.28,389.66,31394365,25249710
2025-07-10 15:00,101,63.02,8.73,1000.0,16850616,18968739
2025-07-10 15:30,125,50.22,7.27,358.0,13977518,38021365
2025-07-10 16:00,44,41.09,3.51,448.66,12016680,18255708
2025-07-10 16:30,45,24.56,9.98,643.8,9835642,1048576
2025-07-10 17:00,33,39.61,1.0,331.67,14459863,7822376
2025-07-10 17:30,12,66.08,1.82,371.49,35777413,1048576
2025-07-10 18:00,29,40.21,14.32,562.71,45130711,24840765
2025-07-10 18:30,46,55.42,13.37,241.91,38923141,20237516
2025-07-10 19:00,33,59.58,10.61,461.94,15026094,41555066
2025-07-10 19:30,22,50.06,12.47,302.16,50090475,4802478
2025-07-10 20:00,49,81.55,11.71,149.94,15099494,9751756
2025-07-10 20:30,12,40.46,12.44,320.33,17553162,1793064
2025-07-10 21:00,29,44.04,7.42,659.77,28710010,24998051
2025-07-10 21:30,27,32.32,4.21,540.07,15109980,30649876
2025-07-10 22:00,39,65.66,4.22,100.0,21747466,17416847
2025-07-10 22:30,29,95.0,15.49,536.29,2569011,1048576
2025-07-10 23:00,32,47.75,20.05,163.57,22858956,15466496
2025-07-10 23:30,16,51.83,19.35,615.94,9164554,10695475
2025-07-11 00:00,40,46.97,1.63,377.57,6983516,26937917
2025-07-11 00:30,31,72.34,1.94,619.46,49513758,29454499
2025-07-11 01:00,41,86.93,1.0,279.46,7434403,30922506
2025-07-11 01:30,42,31.1,6.89,356.56,44501565,1048576
2025-07-11 02:00,23,60.65,19.11,654.12,15854469,5630853
2025-07-11 02:30,40,63.28,1.0,276.78,10863247,15571353
2025-07-11 03:00,27,51.01,6.8,379.39,20017315,32505856
2025-07-11 03:30,30,61.67,6.08,517.31,9615441,40097546
2025-07-11 04:00,47,65.73,2.73,219.47,51149537,22638755
2025-07-11 04:30,33,26.75,1.0,166.77,27273461,47500492
2025-07-11 05:00,16,38.95,11.58,100.0,30178017,1048576
2025-07-11 05:30,45,45.17,3.76,386.58,20143144,37507563
2025-07-11 06:00,11,30.41,12.42,611.05,29077012,22785556
2025-07-11 06:30,19,32.76,7.67,516.74,16693329,3114270
2025-07-11 07:00,23,57.32,9.01,784.04,20625489,6469713
2025-07-11 07:30,4,15.33,13.39,322.03,35850813,39059456
2025-07-11 08:00,18,17.16,1.0,446.0,1048576,46651146
2025-07-11 08:30,51,82.57,3.33,703.81,18633195,21359493
2025-07-11 09:00,70,53.17,13.17,216.27,18297651,23194501
2025-07-11 09:30,79,41.33,8.81,748.53,27116175,35620126
2025-07-11 10:00,58,53.12,10.62,100.0,33281802,5882511
2025-07-11 10:30,67,66.88,1.0,341.26,39887831,37004247
2025-07-11 11:00,72,68.59,2.14,452.8,1048576,4991221
2025-07-11 11:30,56,43.75,14.59,280.73,25239224,24578621
2025-07-11 12:00,4,51.03,8.23,679.28,25679626,11660165
2025-07-11 12:30,13,80.19,7.07,718.7,32002539,6228541
2025-07-11 13:00,43,47.09,8.53,650.46,30356275,33638318
2025-07-11 13:30,31,88.8,4.7,398.63,4812963,42760929
2025-07-11 14:00,115,62.32,12.88,572.11,2768240,5117050
2025-07-11 14:30,83,32.38,4.27,334.66,33218887,18297651
2025-07-11 15:00,93,46.88,7.62,620.16,12519997,9269411
2025-07-11 15:30,71,95.0,4.75,405.47,11031019,1048576
2025-07-11 16:00,53,27.3,7.04,704.7,1048576,31079792
2025-07-11 16:30,47,10.0,1.0,448.84,14134804,34886123
2025-07-11 17:00,41,48.11,4.12,535.95,37140561,2464153
2025-07-11 17:30,35,66.87,6.16,383.95,20268974,3145728
2025-07-11 18:00,38,52.96,1.0,407.44,15466496,2904555
2025-07-11 18:30,5,53.21,7.75,511.4,52491714,1048576
2025-07-11 19:00,44,50.15,6.1,278.54,18371051,1048576
2025-07-11 19:30,36,68.12,6.66,527.11,1048576,14050918
2025-07-11 20:00,31,56.71,5.23,206.8,58615398,29381099
2025-07-11 20:30,11,51.26,5.64,222.45,4057989,3764387
2025-07-11 21:00,29,66.37,7.44,478.65,6050283,11922309
2025-07-11 21:30,38,49.42,14.7,405.51,39122370,24389877
2025-07-11 22:00,43,25.92,6.73,356.16,25092423,40883978
2025-07-11 22:30,23,61.66,1.74,547.23,1048576,1048576
2025-07-11 23:00,31,27.06,20.78,522.28,28206694,7004487
2025-07-11 23:30,5,95.0,8.34,699.51,21632122,12561940
2025-07-12 00:00,17,63.98,1.83,668.46,53781463,32747028
2025-07-12 00:30,33,58.26,20.07,342.31,1048576,3953131
2025-07-12 01:00,37,17.31,18.36,515.0,46546288,4561305
2025-07-12 01:30,21,73.09,9.06,952.31,1048576,34498150
2025-07-12 02:00,6,36.93,8.78,463.08,3670016,10632560
2025-07-12 02:30,30,64.86,7.27,404.09,32296140,21852323
2025-07-12 03:00,46,48.91,3.66,520.6,14638120,1048576
2025-07-12 03:30,28,42.17,1.0,412.32,27325890,20971520
2025-07-12 04:00,46,51.11,1.0,100.0,27032289,42729472
2025-07-12 04:30,17,18.52,20.45,759.35,20069744,31677480
2025-07-12 05:00,44,28.79,4.39,269.45,30461132,16766730
2025-07-12 05:30,9,52.68,4.95,384.77,18706595,23771217
2025-07-12 06:00,36,54.24,11.62,689.96,10873733,8912896
2025-07-12 06:30,17,51.25,9.19,471.95,10538188,13285457
2025-07-12 07:00,34,73.19,12.39,351.07,17406361,3124756
2025-07-12 07:30,44,55.68,4.25,679.06,40716206,8755609
2025-07-12 08:00,19,16.63,16.48,656.61,6448742,1048576
2025-07-12 08:30,4,16.56,9.26,702.26,29769072,24735907
2025-07-12 09:00,42,46.87,5.98,655.04,36050042,1048576
2025-07-12 09:30,62,73.37,14.98,208.55,28531752,25648168
2025-07-12 10:00,112,78.4,1.0,722.9,6050283,6134169
2025-07-12 10:30,39,67.24,9.85,530.43,19262341,14711521
2025-07-12 11:00,64,66.55,15.49,579.37,44700794,19430113
2025-07-12 11:30,75,64.69,1.0,622.07,18717081,1048576
2025-07-12 12:00,35,49.26,18.56,221.03,6553600,20709376
2025-07-12 12:30,33,77.22,6.0,551.79,23488102,27881635
2025-07-12 13:00,53,57.35,1.0,534.25,6606028,37381734
2025-07-12 13:30,35,38.97,1.0,455.95,1488977,22303211
2025-07-12 14:00,65,74.97,1.52,511.33,6616514,1048576
2025-07-12 14:30,60,45.23,3.0,549.33,18696110,12247367
2025-07-12 15:00,49,29.78,9.06,598.48,42708500,27000832
2025-07-12 15:30,87,61.53,5.43,519.11,33680261,16619929
2025-07-12 16:00,28,69.25,2.92,184.51,37979422,39845888
2025-07-12 16:30,63,48.5,7.36,393.14,14166261,1048576
2025-07-12 17:00,36,45.99,3.34,385.33,1048576,26466058
2025-07-12 17:30,20,65.32,4.22,594.09,43683676,27137146
2025-07-12 18:00,1,61.0,6.73,440.75,38713425,10034872
2025-07-12 18:30,12,44.65,8.78,324.81,17081303,7413432
2025-07-12 19:00,48,59.64,3.35,340.3,27346862,26172456
2025-07-12 19:30,20,70.8,4.33,533.71,1048576,12446597
2025-07-12 20:00,55,20.1,19.35,708.89,24127733,11817451
2025-07-12 20:30,38,75.73,13.95,579.87,1048576,31226593
2025-07-12 21:00,38,34.42,11.69,409.19,10118758,24809308
2025-07-12 21:30,30,68.2,15.7,340.74,3365928,22491955
2025-07-12 22:00,23,41.93,5.57,690.6,16850616,24547164
2025-07-12 22:30,42,51.74,14.61,593.07,41806725,56360960
2025-07-12 23:00,25,53.41,6.57,601.09,12425625,23907532
2025-07-12 23:30,31,51.02,10.21,436.24,1048576,10873733
2025-07-13 00:00,57,67.79,1.0,680.62,28993126,18245222
2025-07-13 00:30,53,52.23,14.35,514.63,23907532,17584619
2025-07-13 01:00,52,61.27,19.16,515.12,1048576,38241566
2025-07-13 01:30,23,14.19,6.82,686.85,46063943,30660362
2025-07-13 02:00,48,34.32,8.28,588.95,52512686,28972154
2025-07-13 02:30,32,55.0,15.99,615.91,34854666,25721569
2025-07-13 03:00,26,34.74,16.34,581.87,33795604,21097349
2025-07-13 03:30,25,24.47,6.31,474.43,8241807,8556380
2025-07-13 04:00,22,28.91,14.35,530.11,32243712,21432893
2025-07-13 04:30,38,59.46,11.9,873.84,16294871,39059456
2025-07-13 05:00,50,62.91,8.21,462.23,9573498,14868807
2025-07-13 05:30,31,90.86,7.42,367.02,28489809,36532387
2025-07-13 06:00,31,62.05,1.0,386.45,1048576,1048576
2025-07-13 06:30,16,24.61,1.0,149.35,21894266,19513999
2025-07-13 07:00,46,62.82,14.88,716.82,17238589,1048576
2025-07-13 07:30,30,68.43,16.65,385.15,21726494,43285217
2025-07-13 08:00,8,79.09,1.0,420.56,16892559,13474201
2025-07-13 08:30,31,61.44,6.21,745.95,28563210,25207767
2025-07-13 09:00,56,37.12,1.0,350.4,16850616,39457914
2025-07-13 09:30,69,43.76,1.82,685.84,33585889,14229176
2025-07-13 10:00,101,49.32,14.26,101.76,36071014,38482739
2025-07-13 10:30,66,58.72,16.51,381.46,18077450,62977474
2025-07-13 11:00,93,64.19,1.0,495.66,11848908,38115737
2025-07-13 11:30,106,10.0,17.83,812.05,44270878,62746787
2025-07-13 12:00,35,82.19,8.25,407.75,14501806,35232153
2025-07-13 12:30,17,34.89,13.72,358.56,14994636,31279022
2025-07-13 13:00,47,58.31,1.0,329.81,32568770,9678356
2025-07-13 13:30,36,55.53,11.01,181.58,16462643,14554234
2025-07-13 14:00,65,39.37,11.7,295.48,13673431,49660559
2025-07-13 14:30,80,64.19,9.0,540.7,18633195,16452157
2025-07-13 15:00,92,54.82,5.4,653.69,1992294,51862568
2025-07-13 15:30,63,53.25,4.78,658.5,17123246,39206256
2025-07-13 16:00,70,27.83,2.39,854.9,18821939,9751756
2025-07-13 16:30,33,61.26,2.63,546.07,35074867,20468203
2025-07-13 17:00,15,55.62,13.23,474.76,62704844,40275804
2025-07-13 17:30,39,66.48,7.27,500.85,41188065,13096714
2025-07-13 18:00,56,38.05,2.73,555.94,10915676,2936012
2025-07-13 18:30,4,27.89,7.77,435.35,20877148,31992053
2025-07-13 19:00,23,29.58,5.68,843.89,7581204,21579694
2025-07-13 19:30,31,44.15,7.07,290.33,15382609,4624220
2025-07-13 20:00,27,95.0,5.01,536.24,51243909,41051750
2025-07-13 20:30,21,76.2,4.99,640.65,48171581,27567063
2025-07-13 21:00,38,37.92,10.46,608.6,36878417,38640025
2025-07-13 21:30,55,62.95,1.86,792.59,23634903,33218887
2025-07-13 22:00,20,42.33,3.44,650.88,36857446,8965324
2025-07-13 22:30,18,30.13,6.73,434.68,1048576,32128368
2025-07-13 23:00,15,54.24,4.92,498.69,21002977,22135439
2025-07-13 23:30,32,83.92,14.1,649.09,7119831,23760732
2025-07-14 00:00,18,46.06,8.67,408.05,5368709,5463080
2025-07-14 00:30,56,59.02,13.69,197.62,24232591,6364856
2025-07-14 01:00,60,44.11,9.32,437.38,15057551,42718986
2025-07-14 01:30,31,61.65,1.83,386.79,38052823,3512729
2025-07-14 02:00,51,23.99,2.81,587.95,25753026,19031654
2025-07-14 02:30,18,34.84,10.32,700.26,11586764,9699328
2025-07-14 03:00,28,54.66,11.64,564.59,1048576,1048576
2025-07-14 03:30,48,88.37,3.37,795.88,47720693,31247564
2025-07-14 04:00,0,68.35,1.24,521.41,17815306,16934502
2025-07-14 04:30,56,15.41,9.78,467.83,9437184,34424750
2025-07-14 05:00,46,42.72,11.73,635.12,1048576,24043847
2025-07-14 05:30,30,55.11,1.0,520.23,9751756,21265121
2025-07-14 06:00,10,51.43,15.43,413.29,14910750,21988638
2025-07-14 06:30,29,53.7,17.59,689.79,21170749,38713425
2025-07-14 07:00,21,38.12,2.74,763.52,10328473,1048576
2025-07-14 07:30,8,55.61,1.0,396.44,54851010,1048576
2025-07-14 08:00,13,48.87,7.0,837.91,18738053,1048576
2025-07-14 08:30,20,39.95,4.8,269.27,46714060,15812526
2025-07-14 09:00,62,73.47,5.13,586.56,22303211,27472691
2025-07-14 09:30,105,75.54,12.69,258.28,30576476,9395240
2025-07-14 10:00,118,54.08,1.0,177.42,41534095,33355202
2025-07-14 10:30,70,48.44,4.12,465.1,1048576,7486832
2025-07-14 11:00,73,30.98,12.37,100.0,40705720,50992250
2025-07-14 11:30,91,24.43,3.73,355.19,19042140,22544384
2025-07-14 12:00,42,43.25,6.65,914.31,1048576,23571988
2025-07-14 12:30,11,73.97,10.55,680.27,21978152,27262976
2025-07-14 13:00,14,58.36,9.79,295.88,20510146,27294433
2025-07-14 13:30,36,50.57,3.39,1000.0,29433528,19545456
2025-07-14 14:00,69,54.41,1.15,873.1,9542041,1541406
2025-07-14 14:30,73,50.8,9.56,100.0,35483811,15298723
2025-07-14 15:00,99,54.54,7.55,210.55,14355005,18035507
2025-07-14 15:30,87,54.93,2.37,760.83,42698014,52963573
2025-07-14 16:00,74,63.54,5.13,598.95,17616076,29108469
2025-07-14 16:30,66,65.62,13.63,322.74,10737418,30922506
2025-07-14 17:00,17,42.31,1.7,505.42,9017753,16305356
2025-07-14 17:30,23,49.42,10.38,608.98,27850178,1048576
2025-07-14 18:00,33,37.07,3.35,751.99,15445524,20594032
2025-07-14 18:30,49,78.05,5.83,189.83,44407193,1048576
2025-07-14 19:00,37,76.49,16.46,788.11,15938355,34393292
2025-07-14 19:30,6,68.87,8.49,560.1,14627635,1048576
2025-07-14 20:00,26,44.94,5.93,602.97,20856176,25186795
2025-07-14 20:30,13,50.8,12.28,565.75,32306626,34225520
2025-07-14 21:00,49,42.6,12.37,468.89,18916311,42110812
2025-07-14 21:30,53,64.31,11.24,100.0,38304481,14239662
2025-07-14 22:00,44,10.0,8.04,783.49,27661434,1048576
2025-07-14 22:30,26,39.68,1.0,748.53,27996979,26990346
2025-07-14 23:00,31,41.16,9.88,259.12,62505615,32820428
2025-07-14 23:30,51,54.8,9.18,351.31,2306867,26025656
2025-07-15 00:00,48,95.0,6.2,316.72,50520391,64550338
2025-07-15 00:30,26,32.25,9.06,635.22,1048576,18947768
2025-07-15 01:00,51,78.12,6.78,552.18,36595302,19755171
2025-07-15 01:30,37,59.66,14.15,560.34,37276876,13757317
2025-07-15 02:00,32,49.65,9.16,740.77,1048576,7392460
2025-07-15 02:30,27,55.31,10.87,744.57,19136512,1048576
2025-07-15 03:00,21,56.42,4.56,525.0,1048576,22250782
2025-07-15 03:30,39,79.86,14.66,582.47,39845888,17920163
2025-07-15 04:00,45,42.61,15.2,674.66,17144217,1048576
2025-07-15 04:30,37,61.68,6.62,675.29,27996979,26025656
2025-07-15 05:00,53,52.38,11.48,422.41,5599395,28437381
2025-07-15 05:30,42,48.12,4.31,546.36,12771655,17165189
2025-07-15 06:00,39,34.33,14.41,730.12,27116175,23613931
2025-07-15 06:30,53,49.89,13.55,503.9,56518246,50887393
2025-07-15 07:00,18,48.49,1.0,610.69,13002342,23446159
2025-07-15 07:30,15,40.23,6.54,244.96,9730785,41827696
2025-07-15 08:00,13,49.33,1.49,743.41,1048576,44753223
2025-07-15 08:30,5,46.7,1.0,878.26,25281167,19482542
2025-07-15 09:00,82,43.11,11.45,569.59,22533898,6228541
2025-07-15 09:30,54,67.23,16.82,773.0,35263610,27168604
2025-07-15 10:00,37,72.52,29.99,379.89,28468838,28982640
2025-07-15 10:30,82,30.51,1.0,473.94,55144611,19388170
2025-07-15 11:00,48,10.0,18.33,280.32,6018826,25868369
2025-07-15 11:30,100,76.66,11.37,714.83,16777216,1048576
2025-07-15 12:00,36,15.94,3.54,526.95,21946695,19755171
2025-07-15 12:30,48,10.0,1.0,426.19,19472056,48129638
2025-07-15 13:00,54,31.41,8.54,465.56,22282240,38430310
2025-07-15 13:30,26,40.22,1.0,363.25,21464350,32631685
2025-07-15 14:00,53,31.95,1.0,618.79,22208839,1048576
2025-07-15 14:30,50,31.92,1.0,305.82,8514437,21160263
2025-07-15 15:00,67,45.04,1.6,644.91,47888465,25574768
2025-07-15 15:30,88,55.31,5.47,255.66,23897047,1048576
2025-07-15 16:00,88,54.04,9.57,550.2,1048576,1048576
2025-07-15 16:30,61,50.1,13.99,862.56,29202841,19922944
2025-07-15 17:00,45,43.44,1.0,533.33,9007267,18444451
2025-07-15 17:30,48,57.89,20.66,406.37,15015608,24316477
2025-07-15 18:00,40,58.56,1.28,744.58,14596177,6931087
2025-07-15 18:30,18,70.58,3.42,199.49,22292725,20814233
2025-07-15 19:00,44,41.96,9.99,508.06,18045992,15623782
2025-07-15 19:30,54,50.1,10.8,119.75,19713228,11502878
2025-07-15 20:00,9,69.14,11.79,487.37,6994001,20489175
2025-07-15 20:30,42,56.2,3.0,482.54,26245857,32222740
2025-07-15 21:00,42,34.6,11.66,427.86,41775267,25396510
2025-07-15 21:30,32,44.09,17.81,486.33,19209912,20814233
2025-07-15 22:00,52,54.53,2.13,559.98,30366760,36553359
2025-07-15 22:30,4,53.34,11.84,510.96,28437381,1048576
2025-07-15 23:00,13,66.59,11.18,799.88,32243712,27095203
2025-07-15 23:30,55,60.74,10.67,345.27,12519997,23446159
2025-07-16 00:00,40,51.67,4.02,593.92,15665725,36490444
2025-07-16 00:30,23,49.98,17.31,400.07,34330378,31551651
2025-07-16 01:00,37,77.59,5.51,316.21,34351349,42289070
2025-07-16 01:30,59,89.15,14.15,456.32,18832424,41177579
2025-07-16 02:00,26,10.0,12.99,523.41,20866662,1048576
2025-07-16 02:30,15,33.65,7.95,645.62,11072962,32128368
2025-07-16 03:00,39,58.51,1.63,645.48,17930649,71900856
2025-07-16 03:30,30,79.44,1.92,680.12,27860664,20069744
2025-07-16 04:00,13,38.87,3.58,424.3,5043650,29244784
2025-07-16 04:30,42,39.52,1.13,786.52,47888465,22984785
